,NAME,ADDRESS,OPEN_YEAR_ROUND,HANDICAP_ACCESSIBLE,LAT,LNG,LAT1,LNG1,indicator,pro,add,add1
930,Lincoln Terrace Park,Buffalo Avenue/Protal Street/New York Avenue,Yes,Not Available,40.7869723,-96.718156,42.8864468,-78.8783689,,37.4541781,"Park Blvd, Lincoln, NE, USA","Buffalo, NY, USA"
931,Lincoln Terrace Park (Arthur S. Somers Playground),"East New York, Rochester avenues, Eastern Parkway,Buffalo Avenue",Yes,Not Available,NA,NA,40.7127837,-74.0059413,,NA,NA,"New York, NY, USA"
932,Linden Park,"Stanley Avenue, Linden Boulevard",Yes,Not Available,NA,NA,NA,NA,,NA,"Linden, Kansas 66209, USA","Linden Ct, Rothwell, Leeds, West Yorkshire LS26 0GF, UK"
933,Linden Park,104 Street & 41 Avenue,Yes,Not Available,NA,NA,NA,NA,,NA,"Linden, Kansas 66209, USA","104th St, Queens, NY, USA"
934,Lindower Park,"Mill & Strickland avenues, 60 Street",Yes,Not Available,NA,NA,NA,NA,,NA,"Lindower Park, Strickland Ave, Brooklyn, NY 11234, USA",NA
935,Little Flower Playground,Madison Street opposite Jefferson Street,No,Yes,NA,NA,NA,NA,,NA,NA,NA
936,London Planetree Playground,"88 Street, Atlantic-95 avenues",Yes,Not Available,40.6860837,-73.853117,41.1680702,-73.1860619,1,0.321511553,"London Planetree Playground, 88-01 Atlantic Ave, Woodhaven, NY 11421, USA","88 Atlantic St, Bridgeport, CT 06604, USA"
937,Loreto Park Playground,"Morris Park Avenue, Haight Avenue, Tomlinson Avenue, Van Nest Avenue",Yes,Not Available,NA,NA,40.8522006,-73.8507279,,NA,NA,"Morris Park, Bronx, NY, USA"
938,Loring Field,North Conduit & 149 Avenue,Yes,Not Available,42.736638,-72.3843867,40.6669522,-73.7957487,,2.92107589,"Loring Field, Winchester, NH 03470, USA","N Conduit Ave, Queens, NY, USA"
939,Lost Battalion Hall,Queens Boulevard between 62 Avenue & 62 Road,Yes,Not Available,NA,NA,40.7337976,-73.8721667,,NA,NA,"Queens Blvd, New York, NY 11373, USA"
940,Lou Lodati Playground,Skillman Avenue & 43 Street,Yes,Not Available,NA,NA,40.7161042,-73.9429514,,NA,NA,"Skillman Ave, Brooklyn, NY 11211, USA"
941,Louis Armstrong Playground (PS 143),37 Avenue between 112 & 113 streets,No,Yes,NA,NA,NA,NA,,NA,NA,"37 Between Streets, Cobham, Surrey KT11, UK"
942,Louis Pasteur Park,248 Street & 51 Avenue,Yes,Not Available,NA,NA,43.7894496,-97.317357,,NA,"Louis Pasteur Park, Revere, MA 02151, USA","248th St, South Dakota, USA"
943,Lozada Playground,"East 135 Street, Willis Avenue, Alexander Avenue",Yes,Not Available,40.8078754,-73.9250518,NA,NA,,NA,"Lozada Playground, Bronx, NY 10454, USA",NA
944,Luna Park Playground,West 12 Street & Surf Avenue,Yes,Not Available,NA,NA,37.0239219,-94.7507402,,NA,NA,NA
945,Lyons Pool,"Pier 6, Victory Boulevard",No,Yes,36.7332426,-108.2042053,41.4440436,-71.5008762,,172.9020794,"Lions Park, Farmington, NM 87401, USA","6 Victory St, South Kingstown, RI 02879, USA"
946,Macombs Dam Park,East 161th Street & Ruppert Place,Yes,Not Available,40.8275468,-73.92977,40.0221122,-86.1021167,1,9.804029195,"Macombs Dam Park, Bronx, NY 10451, USA","E 161st St, Indiana, USA"
947,Magenta Playground,"Olinville Avenue, Rosewood Street",Yes,Yes,40.8736833,-73.8679103,40.873235,-73.868208,1,1.33E-07,"Magenta Playground, Olinville Ave, Bronx, NY 10467, USA","Rosewood St, Bronx, NY 10467, USA"
948,Mahoney Playground,Beechwood & Cleveland avenues,Yes,Not Available,40.6434007,-74.0860043,43.6093958,-83.1907247,1,27.00455609,"Mahoney Playground, Crescent Ave, Staten Island, NY 10301, USA","Beechwood, Cass City, MI 48726, USA"
949,Mapes Pool,"East 180 Street, Mapes & Prospect avenues",Yes,Not Available,NA,NA,44.676126,-84.2319123,,NA,NA,"180 Mapes Rd, Luzerne, MI 48636, USA"
950,Maple Playground,Kissena Boulevard & Maple Avenue,No,Yes,40.7559225,-73.8260082,40.7413696,-73.8148124,1,0.000162931,"Maple Playground, Flushing, NY 11355, USA","Kissena Blvd, New York, USA"
951,Marble Hill Playground,"Marble Hill Avenue, West 230 Street, West 228 Street",No,Not Available,40.877523,-73.9082418,38.8362227,-90.8380486,1,34.5588197,"Marble Hill Playground, Bronx, NY 10463, USA","230 Marble Crossing Dr, Wentzville, MO 63385, USA"
952,Marconi Park,109 Avenue & 155 Street,Yes,Not Available,55.2065543,-6.2573012,NA,NA,,NA,NA,NA
953,Marc's & Jason's Playground,Sterling Street & Empire Boulevard,Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
954,Marcus Garvey Park (Pelham Fritz Recreation Center),18 Mount Morris Park West,Yes,Not Available,NA,NA,40.8050093,-73.9448633,,NA,NA,"18 Mt Morris Park W, New York, NY 10027, USA"
955,Marcus Garvey Park (Pool),"Madison Avenue, East 120 to East 124 streets",No,Not Available,NA,NA,43.6728093,-79.4052216,,NA,NA,"120 Madison Ave, Toronto, ON M5R 2S5, Canada"
956,Maria Hernandez Park,"Knickerbocker to Irving avenues, Starr to Suydam Streets",Yes,Not Available,40.7031595,-73.9238951,NA,NA,1,NA,"Maria Hernandez Park, Knickerbocker Ave, Brooklyn, NY 11237, USA",NA
957,Marie Curie Park (JHS 158),"211 & Oceana streets, 46 Avenue",Yes,Not Available,51.7053455,7.373687,18.1655046,42.2153467,,1168.583723,"Marie-Curie-StraÌÙe 158, 59399 Olfen, Germany","211, Al Jarf Saudi Arabia"
958,Marine Park,Burnett Street between Avenue U and Avenue X/west of East 33rd Street,Yes,Not Available,40.5954615,-73.9212858,NA,NA,1,NA,"Marine Park, Fillmore Ave, Brooklyn, NY 11234, USA",NA
959,Marine Park Nature Center,East 33rd Street and Avenue U,,Yes,40.6039714,-73.930572,NA,NA,1,NA,"Marine Park Salt Marsh Nature Center, 3301 Avenue U, Brooklyn, NY 11234, USA","Avenue U & E 33rd St, Brooklyn, NY 11234, USA"
960,Marion-Hopkinson Playground,Hopkinson Avenue & Marion Street,Yes,Not Available,NA,NA,NA,NA,,NA,NA,"Thomas S Boyland St, Brooklyn, NY, USA"
961,Markham Playground,"Willowbrook Parkway, Forest Avenue & Houston Street",Yes,Yes,NA,NA,NA,NA,,NA,"Markham Playground, Willow Rd E, Staten Island, NY 10302, USA","Forest Ave, Morrison, CO 80465, USA"
962,Martin Luther King Houses,"Lenox Avenue, West 113 to West 114 streets",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
963,Martinez Playground,"Scholes Street, Graham Avenue",Yes,Not Available,40.7091573,-73.9439381,NA,NA,1,NA,"Martinez Playground, 195 Graham Ave, Brooklyn, NY 11206, USA",NA
964,Mathew Muliner Playground,"Delancy Place, Muliner Avenue, Matthews Avenue",Yes,Yes,40.8468846,-73.8614786,NA,NA,1,NA,"Matthews Muliner Playground, Matthews Ave, Bronx, NY 10462, USA",NA
965,Maurice A. Fitzgerald Playground,Atlantic Avenue & 106 Street,Yes,Not Available,NA,NA,40.6762581,-73.9082993,,NA,NA,"Atlantic Ave, New York, NY, USA"
966,Maurice Park,"Maurice, Borden, 54 avenues, 63 Street",Yes,Not Available,45.2864585,0.1311302,NA,NA,,NA,"Maurice, 16210 Saint-Romain, France",NA
967,May Matthews Playground,West 45 Street between 9 & 10 avenues,Yes,Not Available,NA,NA,29.8331559,31.3529387,,NA,NA,"Street 45, Cairo Governorate, Egypt"
968,Mazzei Playground,"Mace Avenue, Williamsbridge Road",Yes,Not Available,NA,NA,NA,NA,,NA,"Mazzei Playground, Williamsbridge Rd, Bronx, NY 10469, USA","Mace Ave, Bronx, NY, USA"
969,McCaffrey Playground,"West 43 Street, 8 & 9 avenues",Yes,Not Available,NA,NA,NA,NA,,NA,"McCaffrey Playground, W 43rd St, New York, NY 10036, USA","W 43rd St, Cut Off, LA 70345, USA"
970,McCarren Park,12th Street/Driggs Avenue/Lorimer Street/Bedford Avenue,Yes,Not Available,NA,NA,NA,NA,,NA,"McCarren Park, 776 Lorimer St, Brooklyn, NY 11222, USA",NA
971,McDonald Playground,"Mcdonald Avenue, between avenues S & T",Yes,Not Available,NA,NA,NA,NA,,NA,"Spray Park, Waltham, MA 02453, USA",NA
972,McDonald Playground,"Forest Avenue, Myrtle Avenue between Broadway & Burgher",Yes,Not Available,42.3674971,-71.2309007,NA,NA,,NA,"Spray Park, Waltham, MA 02453, USA",NA
973,McKinley Park,"Fort Hamilton Parkway, 73 to 78 streets, 7 Avenue",Yes,Not Available,63.6515264,-148.8162163,40.6094454,-74.0285434,,1723.263617,"McKinley Park, AK, USA","Fort Hamilton, Brooklyn, NY, USA"
974,McKinley Playground,"Avenue A, East 3-East 4 streets",No,Not Available,43.0224445,-88.001753,47.6532648,-117.3469896,,135.8925174,"McKinley Park, West Allis, WI 53214, USA","E 4th Ave & E 3rd Ave, Spokane, WA 99202, USA"
975,McLaughlin Park,"Tillary Street, Jay Street, Cathedral Place, Bridge Street",Yes,Not Available,40.6963853,-73.986125,NA,NA,1,NA,"McLaughlin Park, Cathedral Pl, Brooklyn, NY 11201, USA",NA
976,Mellett Playground,Avenue V between East 13 & East 14 streets,Yes,Not Available,40.5969589,-73.9573817,29.840364,31.3375167,1,1132.614567,"Mellett Playground, Brooklyn, NY 11229, USA","Street 13, Cairo Governorate, Egypt"
977,Metropolitan Pool,Southeast corner of Bedford & Metropolitan avenues,Yes,Not Available,NA,NA,NA,NA,,NA,"Pool Ln, Birkenhead, Wirral, Merseyside CH49 5LR, UK","Bedford, Garden Grove, CA 92840, USA"
978,Michaelis-Bayswater Park,"Beach Channel Drive, B 32 Street, Dwight Avenue, Norton Avenue",Yes,Yes,NA,NA,NA,NA,,NA,NA,NA
979,Midland Beach & Boardwalk,"Natural Area and Boardwalk from Sands Lane to Vulcan Street, East of Father Capodanno Boulevard",Yes,Yes,40.57149,-74.0931627,NA,NA,1,NA,"Midland Beach, Staten Island, NY, USA",NA
980,Midland Field,Midland Avenue & Mason Avenue,,Yes,40.5762928,-74.098669,30.1800183,-92.5370785,,191.6907665,NA,NA
981,Midland Playground,Lincoln & Mason avenues,Yes,Not Available,40.5752343,-74.0988526,40.8257625,-96.6851982,1,5.658516508,"Midland Playground, Midland Ave, Staten Island, NY 10306, USA","Lincoln, NE, USA"
982,Millbrook Playground,"East 135 Street, Cypress Avenue",Yes,Yes,41.7364529,-72.6189976,28.2588861,-81.2704128,,116.6000263,"Millbrook Playground, East Hartford, CT 06118, USA","135 Cypress Ave, St Cloud, FL 34769, USA"
983,Monsignor Mcgolrick Park,"Driggs to Nassau avenues, Russell to Monitor streets",Yes,Not Available,40.7244435,-73.9433581,43.7232522,-111.1113326,1,111.4596453,"Msgr. McGolrick Park, Brooklyn, NY 11222, USA","Driggs, ID, USA"
984,Montbellier Park,Springfield Boulevard & 139 Avenue,No,Not Available,40.6746737,-73.7564275,40.7073529,-73.7390612,1,0.000567517,"Montbellier Park, Springfield Blvd, Laurelton, NY 11413, USA","Springfield Blvd, New York, USA"
985,Morningside Park,West 123 Street & Morningside Avenue,Yes,Yes,33.9596334,-118.3286614,41.6661463,-87.8912235,,234.5665078,"Morningside Park, Inglewood, CA, USA","W 123rd St, Palos Park, IL 60464, USA"
986,Morningside Park,"Athletic Fields and Lawns from 114th Street to 110th Street along Manhattan Avenue, East of Upper Path",Yes,Not Available,33.9596334,-118.3286614,NA,NA,,NA,"Morningside Park, Inglewood, CA, USA",NA
987,Morningside Playground,West 117 Street & Morningside Avenue,Yes,Not Available,42.4292117,-82.9230744,41.4675749,-81.7687675,,1.110023994,"Playground, Harper Woods, MI 48225, USA","W 117th St, Cleveland, OH, USA"
988,Mosholu Playground (PS 8),"Mosholu Pkwy, Bainbridge Avenue, Briggs Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
989,Mott Playground,"Morris Avenue, College Avenue, Mc Clellan Street",Yes,Not Available,NA,NA,NA,NA,,NA,"Mott Playground, Morris Ave, Sarasota, FL 34239, USA",NA
990,Msgnr. Kett,West 204 Street & Nagle Avenue,Yes,Not Available,NA,NA,33.8456017,-118.2992222,,NA,NA,"W 204th St, Torrance, CA, USA"
991,Mt. Prospect Park,"Eastern Parkway, Underhill Avenue",Yes,Not Available,52.3327,-6.49198,40.7625797,-73.5337516,,775.6813625,"Mount Prospect, Wexford, Ireland","Underhill Ave, Hicksville, NY 11801, USA"
992,Mullaly Park (Skate Building),"East 164 Street, Jerome Avenue, Macombs Dam Bridge, East 162 Street, River Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
993,Murray Playground,"21 Street, 45 Avenue, 11 Street, 45 Road",No,Not Available,40.7472832,-73.9486568,29.9745807,30.9405871,1,1129.94062,"John F Murray Playground, Long Island City, NY 11101, USA","Street 45, Giza Governorate, Egypt"
994,Nautilus Playground,Merrick & Baisley boulevards,Yes,Not Available,-26.6356688,15.1666955,40.6628795,-73.551516,,5970.606842,"Nautilus Playground, Luderitz, Namibia","Merrick, NY, USA"
995,Nelson Playground,"West 166 Street, Nelson Avenue, Woodycrest Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,"Nelson Playground, Nelson Ave, Bronx, NY 10452, USA",NA
996,Newport Playground,Newport Avenue & Osborn Street,Yes,Not Available,NA,NA,NA,NA,,NA,"Newport, Warminster, Wiltshire BA12 8RH, UK","Newport Ave, United States"
997,Noble Playground,"Nobel Avenue, Bronx River Avenue, Bronx River Parkway, Cross Bronx Expressway",No,Not Available,NA,NA,NA,NA,,NA,"Noble Playground, Bronx River Ave, Bronx, NY 10460, USA",NA
998,Noonan Playground,"Greenpoint & 47 avenues, 43 Street",Yes,Not Available,NA,NA,NA,NA,,NA,"Lance Corporal Thomas P Noonan Playground, Woodside, NY 11377, USA","Greenpoint, Brooklyn, NY, USA"
999,North Rochdale Playground (PS 30),Baisley Boulevard & Bedell Street,Yes,Not Available,NA,NA,40.6805681,-73.7745184,,NA,NA,"Baisley Blvd, New York, USA"
1000,Nostrand Playground,Nostrand & Foster avenues,Yes,Not Available,NA,NA,40.6414184,-73.9485722,,NA,NA,"Nostrand Ave, Brooklyn, NY, USA"
1001,Ocean Hill Playground,"Bergen Street, Rockaway Avenue, Dean Street",Yes,Not Available,40.6744138,-73.9121896,40.885978,-74.555825,1,0.136170208,"Ocean Hill Playground, Brooklyn, NY 11233, USA","N Bergen St, Dover, NJ 07801, USA"
1002,Old Town Playground,"Parkinson Avenue, Kramer Street",Yes,Not Available,40.5954163,-74.081599,NA,NA,1,NA,"Old Town Playground, Parkinson Ave, Staten Island, NY 10305, USA",NA
1003,Oracle Playground,Adelphi & Myrtle avenues,Yes,Not Available,40.6939264,-73.9715243,39.0031656,-76.97192,1,5.072951434,"Oracle Playground, 121 Adelphi St, Brooklyn, NY 11205, USA","Adelphi, MD, USA"
1004,Orchard Beach Pavilion,"Bruckner Boulevard, Eastchester Bay, Hutchinson",No,Not Available,NA,NA,NA,NA,,NA,"Orchard Dr, Le Roy, NY 14482, USA","Bruckner Blvd, Bronx, NY, USA"
1005,Orchard Beach Pavilion,"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,Yes,NA,NA,NA,NA,,NA,"Orchard Dr, Le Roy, NY 14482, USA","Bruckner Blvd, Bronx, NY, USA"
1006,Orville & Wilbur Playground,West 156 Street & St. Nicholas Avenue,Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1007,Osborn Playground,Linden Boulevard & Osborn Street,Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1008,Owen Dolen Recreation Center,"Westchester Avenue, Lane Avenue, East Tremont Avenue",Yes,Not Available,NA,NA,41.0144987,-73.7118056,,NA,NA,"Westchester Ave, New York, USA"
1009,P.O. Nicholas Demutis Playground,102 Street & Liberty Avenue,Yes,Not Available,NA,NA,45.9135471,-100.3364941,,NA,NA,"102nd St, Pollock, SD 57648, USA"
1010,P.O. Serrano Playground,"Turnbull Avenue, Olmstead Avenue, Lafayette Avenue",Yes,Not Available,40.8234124,-73.8509116,NA,NA,1,NA,"Police Officer Hilario Serrano Playground, Turnbull Ave, Bronx, NY 10473, USA",NA
1011,Paerdegat Park,"Foster Avenue, East 40-41 streets",Yes,Not Available,40.6382216,-73.9380028,44.4017288,-122.6973751,1,183.5062487,"Paerdegat Park, E 40th St, Brooklyn, NY 11210, USA","41st Ave & 40th Ave, Sweet Home, OR 97386, USA"
1012,Painters Playground (PS 174),Alderton Street from Dieterle to Elwell Crescents,Yes,Not Available,NA,NA,47.1695456,-122.2292845,,NA,NA,"Alderton, WA 98372, USA"
1013,Park Slope Playground,Berkeley Street & Lincoln Place,Yes,Not Available,NA,NA,38.7544952,-90.3312256,,NA,"Playground Dr, Crestline, CA 92325, USA","Berkeley, MO, USA"
1014,Parkside Playground,"Arnow Avenue, Adee Avenue, Olinville Avenue",Yes,Yes,40.656189,-73.955353,NA,NA,,NA,"Parkside Playground, 535 Parkside Ave, Brooklyn, NY 11226, USA",NA
1015,Parkside Playground,"Parkside, Bedford & Rogers avenues",Yes,Not Available,40.656189,-73.955353,52.0104505,-0.384802,,835.3392748,"Parkside Playground, 535 Parkside Ave, Brooklyn, NY 11226, USA",NA
1016,Pat Perlato Playground,Falmouth Street & Oriental Avenue,Yes,Not Available,NA,NA,38.6372288,-84.5579481,,NA,NA,"Falmouth St, Williamstown, KY 41097, USA"
1017,Paul W. Kolbert Park/Rachel Haber Cohen Playground,"Avenue L, East 17 to East 18 streets",Yes,Not Available,NA,NA,36.1259239,-111.2178871,,NA,NA,"East Dr & East St, Tuba City, AZ 86045, USA"
1018,Pelham Bay Park (Bruckner Boulevard and Wilkinson Avenue),"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,Not Available,40.8517045,-73.8271703,40.8524136,-73.8263227,1,6.01E-07,"Bruckner Blvd & Wilkinson Ave, Bronx, NY 10461, USA","Bruckner Blvd, Bronx, NY, USA"
1019,Pelham Bay Park (Bruckner CS),"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,Not Available,40.8496714,-73.8330844,40.8524136,-73.8263227,1,1.85E-05,"Middletown - Pelham Bay, Bronx, NY, USA","Bruckner Blvd, Bronx, NY, USA"
1020,Pelham Bay Park (Hunter Island Picnic Area),"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,Yes,40.8496714,-73.8330844,40.8524136,-73.8263227,2,1.85E-05,"Middletown - Pelham Bay, Bronx, NY, USA","Bruckner Blvd, Bronx, NY, USA"
1021,Pelham Bay Park (Playground for All Children),Bruckner Expressway & Buhre Avenue,Yes,Yes,40.8496714,-73.8330844,40.8252582,-73.8663659,2,0.000812508,"Middletown - Pelham Bay, Bronx, NY, USA","Bruckner Expy, Bronx, NY, USA"
1022,Pelham South Park Headquarters,"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,Not Available,33.3160127,-86.8016106,40.8524136,-73.8263227,,97.78697141,"Chandalar Office Park Cir, Pelham, AL 35124, USA","Bruckner Blvd, Bronx, NY, USA"
1023,People's Park Playground,"Brook Avenue, East 141 Street",Yes,Not Available,24.9538422,67.0667518,44.0509913,-95.5335334,,3105.20189,NA,NA
1024,Peter's Field,183 Place & Henderson Avenue,Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1025,PFC Thomas Norton Memorial Playground,Nostrand Avenue & Marine Parkway,Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1026,Pierrepont Playground,"Furman Street, Pierrepont Place",Yes,Not Available,40.695463,-73.993978,NA,NA,,NA,"Pierrepont St, Brooklyn, NY 11201, USA",NA
1027,Pink Playground,Stanley Avenue & Eldert Lane,Yes,Not Available,31.6329526,74.8344469,39.7879895,-84.1773775,,1296.747296,"Playground 2, Putli Ghar, Amritsar, Punjab 143002, India","Stanley Ave, Dayton, OH 45404, USA"
1028,Playground 62 (PS 220),Yellowstone Boulevard between 62 Avenue & 62 Road,Yes,Not Available,40.7357639,-73.8567468,NA,NA,,NA,"Horace Harding Playground, 62nd Ave, Rego Park, NY 11374, USA",NA
1029,Playground 70,West End Avenue & West 70 Street,Yes,Yes,53.7766521,-1.6265895,36.1419748,-86.8161795,,1502.290929,"70 Playground, Leeds, West Yorkshire LS12, UK","West End Ave, Nashville, TN, USA"
1030,Playground 90/PS 148 Playground,Northern Boulevard & 90 Street,Yes,Not Available,NA,NA,40.7887109,-73.7056104,,NA,NA,"Northern Blvd, New York, USA"
1031,Playground Fifty-Two,"Kelly Street, St. John's Avenue, Beck Street",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1032,Playground Ninety Six (XCVI),"2 Avenue, East 96 to East 97 streets",Yes,Not Available,NA,NA,NA,NA,,NA,NA,"E 2nd St & East St, Panama City, FL 32404, USA"
1033,Playground Seventy-Five (PS 154),160 Street & 75 Avenue,Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1034,Police Officer Reinaldo Salgado Playground,Madison Street & Patchen Avenue,Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1035,Poor Richard's Playground,East 109 Street between 2 & 3 avenues,Yes,Not Available,40.7926774,-73.9428706,29.8462469,31.344523,1,1152.521137,"Poor Richard's Playground, E 109th St, New York, NY 10029, USA","Street 2, Helwan Sharkeya, Qism Helwan, Cairo Governorate, Egypt"
1036,Potomac Playground,Tompkins Avenue & Halsey Street,Yes,Not Available,40.6820904,-73.9442483,40.6120263,-74.0708689,1,0.008871558,"Potomac Playground, 446 Tompkins Ave, Brooklyn, NY 11216, USA","Tompkins Ave, Staten Island, NY, USA"
1037,Pratt Playground,"Willoughby Avenue, Emerson Place",Yes,Not Available,41.1185039,-112.0235575,41.6397696,-81.4065011,,15.95962134,"Playground, Vine St, Clearfield, UT 84015, USA","Willoughby, OH, USA"
1038,Prescott Playground,Hylan Boulevard & Huguenot Avenue,Yes,Not Available,40.5227012,-74.1861976,40.5464584,-74.1414633,1,0.001062762,"Prescott Playground, Irvington St, Staten Island, NY 10312, USA","Hylan Blvd, Staten Island, NY, USA"
1039,Prospect Park (East Parade Grounds),Argyle Road/Parade Place./Parkside Avenue/Caton Avenue,Yes,Not Available,40.6508437,-73.9686143,NA,NA,,NA,"Prospect Park Parade Ground, 50 Parkside Ave, Brooklyn, NY 11218, USA",NA
1040,Prospect Park (Litchfield Villa),Prospect Park West/3rd Street/7th Street,Yes,Not Available,NA,NA,NA,NA,,NA,"Litchfield Villa, 95 Prospect Park West, Brooklyn, NY 11215, USA",NA
1041,Prospect Park (Middle Long Meadow),Picnic House,Yes,Yes,NA,NA,NA,NA,,NA,NA,NA
1042,Prospect Park (The Bandshell),Prospect Park West/7th Street/15th Street,Yes,Yes,NA,NA,NA,NA,,NA,NA,NA
1043,Prospect Park (West Parade Grounds),Coney Island Avenue/Arglye Road/Parkside Avenue/Caton Avenue,Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1044,Prospect Park (Willink Hill),Lincoln Road/Ocean Avenue/Willink Entrance/East Lake Drive,Yes,Not Available,40.6616667,-73.9638889,NA,NA,,NA,"Willink Hill, Brooklyn, NY 11225, USA",NA
1045,Prospect Park (Willink Hill),Lincoln Road/Ocean Avenue/Willink Entrance/East Lake Drive,No,Not Available,40.6616667,-73.9638889,NA,NA,,NA,"Willink Hill, Brooklyn, NY 11225, USA",NA
1046,Prospect Park (Wollman Rink & Flower Garden),Prospect Lake/East Lake Drive/south of Breeze Hill/Parking Lot,,Not Available,NA,NA,NA,NA,,NA,NA,NA
1047,PS 1 Playground,"46 & 47 streets, 3 Avenue",Yes,Not Available,27.928127,-80.5316377,44.5379358,1.6760691,,1365.454292,"1st St, Grant-Valkaria, FL 32949, USA","Lot, France"
1048,PS 155 Playground,"East 117 to East 118 streets, 1 to 2 avenues",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1049,PS 286 Playground,"Avenue Y, between Brown & Haring streets",Yes,Yes,NA,NA,NA,NA,,NA,NA,NA
1050,PS 59 Sumner Playground,"Throop, Park, Mytrle avenues",Yes,Not Available,NA,NA,42.93585,-76.587801,,NA,NA,"Myrtle Ave, Auburn, NY 13021, USA"
1051,Quarry Ballfields,"Quarry Road, East 181 Street, Oak Place & Hughes Avenue",No,Yes,40.8510258,-73.890971,NA,NA,1,NA,"Quarry Ballfields, Arthur Ave, Bronx, NY 10457, USA",NA
1052,Queens Farm Museum,"Little Neck Parkway, Commonwealth Boulevard, south of Grand Central Parkway",Yes,Not Available,12.9746611,77.6028414,NA,NA,,NA,NA,NA
1053,Queensbridge Park,"21 Street, Bridge Plaza, Vernon Boulevard, East River",Yes,Not Available,40.7566953,-73.9484021,NA,NA,1,NA,"Queensbridge Park, 21st St, Long Island City, NY 11101, USA",NA
1054,Railroad Playground,Ditmas Avenue between East 91 & East 92 streets,Yes,Yes,39.7708127,-76.6821947,NA,NA,,NA,"Playground Ave, Shrewsbury, PA 17361, USA",NA
1055,Rainey Park,"Dawson Street, Beck Street, Kelly Street, Intervale Avenue, Longwood Avenue",No,Not Available,22.5358784,88.3586033,NA,NA,,NA,"Rainey Park, Ballygunge, Kolkata, West Bengal 700019, India",NA
1056,Rainey Park,"Vernon Boulevard, 33 Road, 34 Street, East River",Yes,Not Available,22.5358784,88.3586033,NA,NA,,NA,"Rainey Park, Ballygunge, Kolkata, West Bengal 700019, India",NA
1057,Randall Playground,"Randall Avenue, Castle Hill Avenue",No,Not Available,40.8192846,-73.8495333,29.6049215,-95.5210998,1,243.0328157,"Randall Playground, Randall Ave, Bronx, NY 10473, USA","Castle Creek Dr, Missouri City, TX 77489, USA"
1058,Rappaport Playground,"52-53 streets, Fort Hamilton Parkway",Yes,Not Available,NA,NA,40.6364526,-74.0005217,,NA,NA,"Fort Hamilton Pkwy & 53rd St, Brooklyn, NY 11219, USA"
1059,Real Good Park (Lie Playground),"LIE, 99 Street & 62 Avenue",Yes,Yes,NA,NA,NA,NA,,NA,NA,"Long Island Expy, New York, USA"
1060,Red Hook Park,"Otsego, Bay, Hicks, Lorraine, Court, Halleck streets",No,Not Available,NA,NA,NA,NA,,NA,"Recreation Park of Red Hook, Red Hook, NY 12571, USA",NA
1061,Red Hook Park,"Columbia and Bay streets, southeast of """"Halleck Street"""" Sidewalk and northeast of """"Henry Street"""" Sidewalk",Yes,Not Available,NA,NA,NA,NA,,NA,"Recreation Park of Red Hook, Red Hook, NY 12571, USA",NA
1062,Red Hook Park (Coffey Park Playground),"King, Richards, & Dwight Streets",Yes,Not Available,40.6772802,-74.0094471,52.6339568,-1.152479,,871.1272056,"Red Hook, Brooklyn, NY, USA","King Richards Rd, Leicester, Leicester LE3 5QG, UK"
1063,Red Hook Park (Recreation Center),"Otsego, Bay, Hicks, Lorraine, Court, Halleck streets",Yes,Not Available,40.6772802,-74.0094471,NA,NA,,NA,"Red Hook, Brooklyn, NY, USA",NA
1064,Reiff Playground,"Fresh Pond Road, 63 Street, 59 Drive",Yes,Not Available,40.7186569,-73.9016277,NA,NA,1,NA,"Reiff Playground, Maspeth, NY 11378, USA",NA
1065,Renaissance Playground,"West 144 Street, between 7 & 8 avenues",Yes,Not Available,42.4292117,-82.9230744,29.839422,31.3384822,,1438.528968,"Playground, Harper Woods, MI 48225, USA","Street 7, Cairo Governorate, Egypt"
1066,Rev. Polite Playground,"Rev. James Polite Avenue, Intervale Avenue, East 167 Street",Yes,Not Available,40.8272088,-73.8968506,NA,NA,,NA,"Reverend Polite Playground, Hall Pl, Bronx, NY 10459, USA",NA
1067,Richman (Echo) Park Playground,"East 178 Street & Ryer Avenue, Upper Level",Yes,Yes,NA,NA,NA,NA,,NA,NA,NA
